Locus	Name	main	G1_trimmed_unaligned_RFAM_RNACentral	G2_trimmed_unaligned_RFAM_RNACentral	G3_trimmed_unaligned_RFAM_RNACentral	U1_trimmed_unaligned_RFAM_RNACentral	W0U1_trimmed_unaligned_RFAM_RNACentral	W0U2_trimmed_unaligned_RFAM_RNACentral	W0U3_trimmed_unaligned_RFAM_RNACentral	W3I1_trimmed_unaligned_RFAM_RNACentral	W3I2_trimmed_unaligned_RFAM_RNACentral	W3I3_trimmed_unaligned_RFAM_RNACentral	W5I1_trimmed_unaligned_RFAM_RNACentral	W5I2_trimmed_unaligned_RFAM_RNACentral	W5I3_trimmed_unaligned_RFAM_RNACentral	W7I1_trimmed_unaligned_RFAM_RNACentral	W7I2_trimmed_unaligned_RFAM_RNACentral	W7I3_trimmed_unaligned_RFAM_RNACentral
chr5A_part2:20084254-20084861	Cluster_10153	385	0	0	0	2	0	46	58	9	21	33	40	27	80	23	21	25
chr5A_part2:20085219-20086539	Cluster_10154	2422	0	0	0	0	0	343	497	16	158	213	178	54	520	99	182	162
chr5A_part2:20090515-20090711	Cluster_10156	3560	0	0	0	2	0	322	569	91	232	251	476	288	383	285	354	307
chr5A_part2:31600072-31600237	Cluster_10183	438	0	0	0	0	0	38	76	9	48	35	38	17	57	40	39	41
chr5A_part2:95989933-95990110	Cluster_10276	506	0	0	0	0	0	52	77	5	47	64	61	18	93	28	24	37
chr5A_part2:124790753-124790890	Cluster_10336	431	0	0	0	0	0	37	51	7	31	44	24	41	83	23	40	50
chr5A_part2:235499400-235499791	Cluster_10594	391	0	0	0	0	4	59	54	5	25	32	54	29	65	13	26	25
chr5A_part2:238567894-238568154	Cluster_10607	2171	2	0	0	0	0	316	326	26	140	267	150	51	401	71	167	254
chr5B_part1:34720751-34722372	Cluster_10679	430	0	0	0	0	0	41	60	7	34	66	53	21	78	14	30	26
chr5B_part1:64732529-64734586	Cluster_10745	321	0	1	0	0	0	49	67	5	21	39	43	9	44	10	15	18
chr5B_part1:64735890-64737014	Cluster_10746	409	0	0	0	1	0	57	77	12	37	38	52	29	56	10	22	18
chr5B_part1:66745765-66745857	Cluster_10750	7674	0	1	1	0	1	518	804	123	420	506	529	592	768	862	1284	1265
chr5B_part1:91006939-91007036	Cluster_10779	827	0	0	0	1	0	102	110	2	44	67	49	8	286	19	66	73
chr5B_part1:130320958-130321285	Cluster_10821	369	0	0	0	0	0	47	66	9	19	49	32	17	39	34	29	28
chr5B_part1:374449053-374449077	Cluster_11010	392	0	0	0	0	0	67	61	7	26	41	10	4	111	7	12	46
chr5B_part1:398367423-398367579	Cluster_11043	11308	4	3	3	4	2	1780	1920	210	741	1119	1231	511	1774	515	723	768
chr5B_part1:440019077-440019216	Cluster_11114	6115	0	0	2	5	5	801	1173	95	387	556	965	297	804	272	367	386
chr5B_part2:26748230-26748251	Cluster_11154	314	55	102	66	88	0	0	0	0	0	0	0	0	0	0	3	0
chr5B_part2:111611210-111611287	Cluster_11245	4681	2	2	7	1	2	584	495	92	316	377	256	226	1035	328	453	505
chr5B_part2:132728486-132728535	Cluster_11275	286	0	0	0	0	1	12	9	34	45	26	25	25	7	53	37	12
chr5B_part2:231768364-231770003	Cluster_11457	425	0	0	0	0	0	54	92	5	31	48	50	20	63	23	20	19
chr5B_part2:231770426-231771002	Cluster_11459	299	0	0	0	0	0	43	60	10	17	27	39	14	43	7	21	18
chr5B_part2:242941539-242941609	Cluster_11485	466	1	1	0	0	0	67	107	1	21	67	34	1	105	8	32	21
chr5D_part1:4047450-4049725	Cluster_11536	1738	0	0	1	2	0	231	378	27	135	185	170	66	267	67	92	117
chr5D_part1:4051298-4052497	Cluster_11537	6947	0	0	1	1	1	998	1346	89	546	741	743	247	1175	229	401	429
chr5D_part1:4052934-4053149	Cluster_11538	3772	1	0	2	2	0	487	752	61	312	399	534	144	490	148	212	228
chr5D_part1:4053664-4053918	Cluster_11539	4852	3	0	2	1	0	653	905	83	354	494	542	296	697	232	287	303
chr5D_part1:4053989-4054244	Cluster_11540	1876	1	0	0	0	0	256	496	17	150	264	138	34	231	60	122	107
chr5D_part1:14391324-14392790	Cluster_11614	650	0	0	0	0	0	103	113	11	56	68	65	36	101	23	33	41
chr5D_part1:83923044-83923145	Cluster_11754	23335	3	2	5	6	16	3410	5776	212	1219	2757	2071	1165	4692	557	830	614
chr5D_part1:322788342-322788366	Cluster_11987	375	0	0	0	0	0	74	55	2	28	51	10	3	99	14	11	28
chr5D_part1:329126101-329126407	Cluster_12003	1954	1	0	0	1	0	314	273	38	200	289	36	9	453	12	121	207
chr5D_part1:339371559-339371696	Cluster_12033	3239	0	0	0	0	1	547	584	60	236	289	336	132	476	163	201	214
chr5D_part1:350379794-350379900	Cluster_12055	315	0	0	0	0	0	44	47	7	28	37	26	15	47	13	25	26
chr5D_part1:370721015-370722370	Cluster_12092	2652	0	1	0	1	0	290	402	31	136	187	276	163	579	131	244	211
chr5D_part1:370722696-370723472	Cluster_12094	308	0	0	0	0	0	39	66	1	26	24	32	20	28	12	26	34
chr5D_part1:370724699-370725896	Cluster_12096	400	0	0	0	0	0	59	71	4	27	20	38	25	74	25	27	30
chr5D_part1:370725971-370726752	Cluster_12097	1299	0	0	0	0	0	126	168	21	75	83	146	68	248	83	143	138
chr5D_part1:370730499-370730549	Cluster_12098	322	0	0	0	0	0	28	53	6	28	34	28	12	42	25	33	33
chr5D_part1:370732128-370732277	Cluster_12099	43740	4	2	12	23	22	5546	8299	617	2777	3777	6670	2342	6293	2015	2502	2839
chr5D_part2:31617637-31617770	Cluster_12363	251	0	0	0	0	0	24	32	5	15	21	27	8	46	26	24	23
chr5D_part2:37412228-37412383	Cluster_12400	296	0	0	0	0	0	18	40	7	20	38	59	8	43	25	18	20
chr5D_part2:41925368-41925419	Cluster_12407	272	1	0	0	0	0	11	10	32	36	33	17	10	12	49	39	22
chr5D_part2:42313809-42313897	Cluster_12410	869	0	0	0	1	0	115	110	9	68	56	72	31	200	50	64	93
chr5D_part2:47413501-47413680	Cluster_12429	11503	3	3	5	8	1	1720	281	1267	1790	1271	171	36	2783	239	653	1272
chr5D_part2:74553643-74555115	Cluster_12556	466	0	0	0	0	0	55	93	4	32	42	62	33	65	17	33	30
chr5D_part2:74560272-74562561	Cluster_12561	581	0	0	0	0	0	82	114	2	26	65	65	8	116	27	41	35
chr5D_part2:85838125-85838182	Cluster_12592	292	0	0	0	0	0	28	46	6	13	29	44	12	41	30	25	18
chr6A_part1:21074765-21074855	Cluster_12681	310	0	0	0	0	0	28	53	7	29	46	29	22	30	19	26	21
chr6A_part1:21074943-21075018	Cluster_12682	296	0	0	0	0	0	34	48	6	22	38	21	5	52	9	22	39
chr6A_part1:37414062-37414089	Cluster_12714	345	3	1	0	4	2	68	15	42	42	33	5	4	58	13	16	39
chr6A_part1:107501505-107501831	Cluster_12830	278	0	0	1	0	0	18	44	7	24	30	42	10	40	19	21	22
chr6A_part1:112588716-112588940	Cluster_12845	6429	0	1	0	0	0	726	1250	43	561	754	874	117	847	226	483	547
chr6A_part1:406363908-406364169	Cluster_12992	624	0	0	0	0	1	76	130	6	31	43	131	21	78	35	44	28
chr6A_part1:407123418-407123582	Cluster_12993	271	0	0	0	0	0	30	39	3	28	26	32	10	44	21	14	24
chr6A_part1:437636819-437637116	Cluster_13008	3245	1	0	0	0	0	438	589	40	258	334	544	96	480	130	149	186
chr6A_part2:108250854-108250875	Cluster_13146	259	0	0	0	1	0	42	21	3	19	26	8	1	85	5	14	34
chr6A_part2:116064328-116064588	Cluster_13158	757	0	0	0	0	0	94	132	8	36	60	82	27	154	46	64	54
chr6A_part2:116065400-116065471	Cluster_13159	247	0	0	0	0	0	39	54	0	20	23	37	6	40	8	9	11
chr6A_part2:143547710-143547870	Cluster_13224	4660	9	2	0	2	0	747	1187	13	474	690	473	17	502	155	177	212
chr6A_part2:143940573-143940854	Cluster_13238	307	0	0	0	0	0	25	42	5	19	15	31	22	75	20	27	26
chr6A_part2:143940970-143941402	Cluster_13239	846	0	0	0	0	0	81	92	10	47	65	86	80	169	53	72	91
chr6A_part2:143941505-143941967	Cluster_13240	496	0	0	0	0	0	24	70	9	19	49	66	51	92	34	45	37
chr6A_part2:159692293-159692320	Cluster_13273	310	0	0	0	0	0	13	17	21	35	17	18	12	5	60	71	41
chr6B_part1:24939221-24939500	Cluster_13328	483	0	0	0	0	1	50	80	3	35	43	63	11	105	31	33	28
chr6B_part1:33510769-33510792	Cluster_13353	582	155	113	93	139	0	0	0	0	0	0	0	1	6	14	47	14
chr6B_part1:38017027-38017144	Cluster_13360	246	0	0	0	1	0	19	14	10	27	15	31	5	24	16	38	46
chr6B_part1:66495870-66497470	Cluster_13402	363	0	0	0	0	0	65	134	5	13	23	98	9	5	5	2	4
chr6B_part1:68001173-68001283	Cluster_13413	437	0	0	0	0	0	63	137	2	36	58	64	22	30	4	10	11
chr6B_part1:130297078-130297104	Cluster_13496	1083	0	0	2	0	1	185	236	3	95	185	26	1	220	6	63	60
chr6B_part1:176770108-176770333	Cluster_13548	22918	2	0	2	7	5	2518	4555	402	1601	2198	3375	1753	1964	1304	1682	1550
chr6B_part1:195960820-195960873	Cluster_13556	542	0	0	0	0	0	23	27	49	68	44	27	29	27	65	103	80
chr6B_part1:214030410-214030584	Cluster_13567	10056	0	1	1	2	0	1018	2054	129	1102	1225	707	276	1266	426	817	1032
chr6B_part1:388014789-388014952	Cluster_13671	682	1	0	0	0	0	113	148	3	44	76	34	1	130	9	44	79
chr6B_part1:448349656-448349758	Cluster_13726	1389	0	0	0	1	0	205	250	22	100	142	157	53	238	57	71	93
chr6B_part2:168879319-168880779	Cluster_13913	283	0	1	0	0	0	33	43	4	19	18	39	12	48	26	15	25
chr6B_part2:187077776-187078273	Cluster_13959	273	0	0	0	0	0	42	49	3	28	22	26	10	44	13	17	19
chr6B_part2:187078358-187078636	Cluster_13960	3820	0	0	0	5	0	535	757	45	269	428	373	123	709	154	208	214
chr6B_part2:187078728-187079044	Cluster_13961	1623	1	0	0	1	0	223	269	24	121	178	170	49	297	59	110	121
chr6B_part2:187079607-187079896	Cluster_13962	1593	0	0	0	1	1	202	249	15	101	132	172	60	360	56	138	106
chr6B_part2:187079994-187080168	Cluster_13963	2822	1	0	0	1	0	343	373	53	208	284	236	89	527	119	290	298
chr6B_part2:201231626-201231691	Cluster_13986	1092	1	0	1	0	0	42	38	71	162	83	69	31	54	139	259	142
chr6B_part2:231937422-231937452	Cluster_14041	4627	6	2	2	8	3	774	1169	13	473	675	464	14	489	148	174	213
chr6B_part2:232380239-232380753	Cluster_14051	1827	0	0	0	0	1	195	274	35	145	179	304	102	240	131	101	120
chr6B_part2:232381718-232382173	Cluster_14052	1290	1	0	0	0	4	117	214	35	97	117	252	87	140	73	75	78
chr6D_part1:8482946-8482998	Cluster_14152	398	0	0	0	0	0	9	3	29	47	33	13	21	53	43	83	64
chr6D_part1:13299160-13299358	Cluster_14160	461	0	0	0	0	0	61	63	9	21	39	68	25	88	34	36	17
chr6D_part1:14011786-14011876	Cluster_14166	336	1	0	0	0	0	38	29	13	45	25	13	3	42	17	42	68
chr6D_part1:17297626-17299370	Cluster_14178	249	0	0	0	0	0	43	47	2	19	28	20	10	39	7	13	21
chr6D_part1:20810837-20810923	Cluster_14189	765	0	0	0	1	1	84	66	15	66	91	54	27	156	44	62	98
chr6D_part1:24030186-24030548	Cluster_14196	464	0	0	0	0	0	48	49	9	48	50	57	14	93	27	27	42
chr6D_part1:43191739-43191822	Cluster_14241	18893	0	1	1	2	2	1625	3825	293	1132	1654	2637	933	2147	1443	1718	1480
chr6D_part1:48469159-48469353	Cluster_14266	420	0	0	0	0	0	40	63	11	32	44	47	30	71	29	18	35
chr6D_part1:54662530-54663151	Cluster_14290	249	0	0	0	0	0	26	41	4	20	22	41	6	39	16	17	17
chr6D_part1:57116635-57116994	Cluster_14292	255	0	0	0	0	0	30	45	4	8	32	31	12	48	14	14	17
chr6D_part1:58033938-58034017	Cluster_14296	7826	0	0	1	4	0	1262	1585	34	621	1145	195	2	1797	40	465	675
chr6D_part1:95858471-95858704	Cluster_14358	14695	0	2	2	4	3	1668	2720	301	947	1318	1996	1186	1507	858	1093	1090
chr6D_part1:104978685-104978964	Cluster_14380	12664	1	0	3	2	1	1907	1963	203	908	1216	1214	443	2437	547	832	987
chr6D_part1:122258453-122258567	Cluster_14400	921	0	0	0	0	0	99	180	16	95	126	71	19	108	40	68	99
chr6D_part1:129482791-129483087	Cluster_14412	432	0	0	0	0	0	48	65	5	47	48	45	25	71	30	25	23
chr6D_part1:276394522-276394542	Cluster_14517	1116	250	322	250	276	0	0	0	0	0	0	0	2	1	3	2	10
chr6D_part1:287888835-287889032	Cluster_14524	2301	0	0	0	1	0	308	432	26	175	211	379	72	349	74	136	138
chr6D_part1:404223078-404223225	Cluster_14662	413	1	0	1	0	0	68	104	1	21	56	39	2	69	12	16	23
chr6D_part1:418216509-418216530	Cluster_14686	250	0	1	0	1	0	23	12	3	18	12	5	0	114	5	31	25
chr6D_part1:418216630-418216755	Cluster_14687	2428	4	3	2	6	0	332	307	33	188	189	171	65	504	161	225	238
chr6D_part1:423795486-423795764	Cluster_14696	2592	0	1	0	3	0	419	628	32	177	286	253	47	447	55	113	131
chr6D_part1:423795872-423796531	Cluster_14697	25501	5	2	4	5	8	3819	5211	311	1672	2710	2789	730	4546	817	1384	1488
chr6D_part1:423797089-423797693	Cluster_14698	57654	20	8	12	17	11	8241	9861	764	4292	5702	5335	1899	10806	2044	4005	4637
chr6D_part2:18326-18359	Cluster_14788	4572	5	2	2	7	1	760	1211	15	444	677	425	23	488	129	185	198
chr6D_part2:310753-310845	Cluster_14800	1008	0	0	0	0	1	124	154	4	41	125	67	35	270	31	82	74
chr6D_part2:3300455-3300475	Cluster_14814	252	57	62	52	81	0	0	0	0	0	0	0	0	0	0	0	0
chr6D_part2:11449827-11450434	Cluster_14843	443	0	0	0	0	0	56	72	8	39	43	65	14	58	32	25	31
chr6D_part2:11450519-11451593	Cluster_14844	354	0	0	0	0	0	47	65	7	19	32	52	15	48	18	23	28
chr6D_part2:15278347-15278374	Cluster_14860	279	0	0	0	0	0	8	15	23	33	13	25	18	9	41	56	38
chr6D_part2:18924345-18924504	Cluster_14865	815	0	0	0	1	0	52	146	8	57	95	130	12	105	38	82	89
chr7A_part1:2676191-2677670	Cluster_14879	491	0	0	1	0	0	49	71	8	21	46	70	24	110	21	28	42
chr7A_part1:62747541-62748168	Cluster_14993	1046	0	0	0	0	0	77	111	5	119	73	183	50	160	95	77	96
chr7A_part1:62754578-62755341	Cluster_14996	1687	0	0	0	1	0	128	236	28	154	146	240	99	240	113	140	162
chr7A_part1:70110771-70111008	Cluster_15020	300	0	0	0	0	0	41	36	1	17	30	40	7	61	25	16	26
chr7A_part1:71680049-71680071	Cluster_15023	1389	1	0	1	0	0	207	257	26	139	153	50	23	319	15	99	99
chr7A_part1:72699175-72699319	Cluster_15025	407	0	0	0	0	0	66	68	9	32	48	27	5	92	5	27	28
chr7A_part1:72700594-72700677	Cluster_15026	1387	1	0	0	0	1	169	405	11	98	187	180	9	186	24	57	59
chr7A_part1:80067458-80067602	Cluster_15037	1117	9	3	2	0	0	64	41	144	124	85	9	59	115	178	133	151
chr7A_part1:83012026-83012225	Cluster_15043	436	0	0	0	0	0	56	67	13	42	43	45	29	75	28	18	20
chr7A_part1:85900347-85900879	Cluster_15056	283	0	0	0	0	0	29	46	2	26	30	45	15	35	27	13	15
chr7A_part1:122346909-122347206	Cluster_15116	317	0	0	0	0	0	34	55	5	15	26	41	14	58	25	24	20
chr7A_part1:176432716-176433219	Cluster_15176	298	0	0	0	0	0	37	55	8	25	28	57	9	32	10	20	17
chr7A_part1:304144775-304144798	Cluster_15291	630	118	199	141	169	0	0	0	0	0	0	0	0	0	3	0	0
chr7A_part1:320479421-320479567	Cluster_15294	264	72	75	48	64	0	0	2	0	0	0	1	0	0	1	0	1
chr7A_part1:352192925-352193485	Cluster_15318	1274	7	0	1	7	0	125	55	255	214	152	60	42	92	79	74	111
chr7A_part2:49328470-49328579	Cluster_15428	296	72	106	66	50	0	0	0	0	0	0	0	0	0	0	1	1
chr7A_part2:103945776-103945972	Cluster_15494	9897	0	4	3	1	2	1314	1808	49	836	1533	697	66	2035	195	596	758
chr7A_part2:103946049-103946353	Cluster_15495	914	0	0	0	0	0	145	165	5	73	115	63	14	181	17	54	82
chr7A_part2:111105171-111105353	Cluster_15514	3372	0	0	3	2	0	429	470	53	178	264	232	217	523	278	383	340
chr7A_part2:184983765-184983924	Cluster_15632	2221	1	0	0	0	0	285	131	144	324	229	104	81	508	139	77	198
chr7A_part2:184986094-184986296	Cluster_15638	1046	4	1	0	2	1	76	50	33	113	76	62	8	218	35	138	229
chr7A_part2:197816665-197816855	Cluster_15667	2426	2	0	0	0	0	271	494	54	200	277	181	116	193	159	217	262
chr7A_part2:225345293-225345413	Cluster_15718	682	0	0	0	0	0	125	218	1	36	82	64	2	100	5	18	31
chr7A_part2:225345679-225346076	Cluster_15719	268	0	0	0	0	0	32	70	2	18	29	20	7	40	9	20	21
chr7A_part2:250432160-250432215	Cluster_15772	278	0	0	0	0	0	5	16	31	49	32	28	13	12	25	50	17
chr7B_part1:14213708-14213732	Cluster_15849	2756	1	1	1	0	0	389	521	18	198	332	167	41	550	99	196	242
chr7B_part1:32023705-32024715	Cluster_15872	465	0	0	0	0	0	61	126	5	32	64	45	9	64	18	25	16
chr7B_part1:106126436-106127727	Cluster_15973	519	0	0	0	1	0	52	86	10	30	56	78	17	92	27	34	36
chr7B_part1:112632601-112632663	Cluster_15984	255	0	0	0	0	0	29	41	5	32	39	26	1	41	5	14	22
chr7B_part1:145784733-145784918	Cluster_16028	328	0	0	1	0	0	47	56	7	24	15	45	32	49	14	18	20
chr7B_part1:164100279-164100361	Cluster_16051	501	0	0	1	0	0	69	79	6	36	44	63	7	87	37	41	31
chr7B_part1:201518050-201518321	Cluster_16087	644	0	0	0	1	0	101	118	7	36	73	62	14	124	33	43	32
chr7B_part1:201518458-201518720	Cluster_16088	411	0	1	0	0	0	45	66	6	30	36	56	11	84	23	21	32
chr7B_part1:272696823-272696921	Cluster_16126	275	0	0	0	0	1	24	45	6	23	28	43	15	44	14	13	19
chr7B_part1:302376054-302376287	Cluster_16142	5253	1282	1966	1453	393	0	6	12	0	5	4	3	14	25	31	28	31
chr7B_part1:380709038-380709254	Cluster_16186	243	0	0	1	0	1	21	41	4	27	24	31	10	33	18	15	17
chr7B_part1:424554896-424555060	Cluster_16214	276	0	0	0	0	0	23	27	5	18	30	36	25	45	26	18	23
chr7B_part1:438006261-438009438	Cluster_16226	811	0	0	0	0	0	129	181	15	56	101	87	35	106	18	41	42
chr7B_part2:19577318-19577402	Cluster_16259	341	0	0	0	0	0	42	66	3	18	27	38	24	42	18	34	29
chr7B_part2:59478926-59479542	Cluster_16288	13979	0	0	3	3	2	2130	2293	171	1122	1633	953	337	3035	325	798	1174
chr7B_part2:100533400-100533431	Cluster_16327	507	3	1	0	0	0	39	146	3	38	89	44	8	48	14	32	42
chr7B_part2:132752610-132752634	Cluster_16362	1202	353	422	359	53	0	0	0	0	0	1	0	1	2	4	3	4
chr7B_part2:184871753-184871979	Cluster_16423	1240	66	105	90	78	0	117	170	14	64	93	134	39	89	61	48	72
chr7B_part2:218834074-218834340	Cluster_16464	290	0	0	0	0	0	52	38	5	23	39	23	5	44	18	18	25
chr7B_part2:242257773-242257995	Cluster_16493	261	0	0	0	1	0	20	28	9	24	29	28	8	51	24	17	22
chr7B_part2:276101806-276101829	Cluster_16536	4997	1098	1696	1166	1027	0	0	0	0	1	0	0	3	2	2	1	1
chr7D_part1:33075206-33075420	Cluster_16651	601	0	0	0	0	0	44	110	11	39	58	103	37	69	57	46	27
chr7D_part1:44608801-44608849	Cluster_16673	354	0	0	0	0	0	15	18	30	50	17	20	11	39	34	72	48
chr7D_part1:53340712-53342448	Cluster_16688	327	0	0	0	1	0	41	47	5	24	29	38	18	58	17	26	23
chr7D_part1:58258254-58259135	Cluster_16693	6131	2	1	0	1	2	574	950	83	473	509	850	402	937	446	412	489
chr7D_part1:60696985-60697006	Cluster_16700	307	50	118	95	41	0	0	0	0	0	0	0	1	0	0	0	2
chr7D_part1:83553666-83554132	Cluster_16742	330	0	0	0	0	0	26	58	3	33	42	38	13	46	24	23	24
chr7D_part1:150757024-150757106	Cluster_16852	305	0	0	0	0	0	31	56	5	25	60	22	1	39	8	26	32
chr7D_part1:174444533-174445158	Cluster_16890	291	0	0	0	0	0	41	56	4	29	28	46	11	33	18	13	12
chr7D_part1:182511264-182511489	Cluster_16901	835	0	0	1	0	0	89	149	14	67	84	83	32	150	53	64	49
chr7D_part1:196328134-196328420	Cluster_16915	265	0	0	0	0	0	31	43	0	16	27	34	10	56	11	19	18
chr7D_part1:287332299-287332320	Cluster_17029	701	128	254	182	128	0	0	0	0	0	0	0	0	0	2	3	4
chr7D_part1:393021821-393021870	Cluster_17088	330	0	0	0	0	0	21	11	37	56	25	33	24	14	47	38	24
chr7D_part1:447051700-447051910	Cluster_17130	260	0	0	0	1	0	22	37	5	22	18	28	8	55	20	21	23
chr7D_part2:31725313-31725503	Cluster_17172	1057	1	0	0	0	0	122	189	1	114	182	56	4	216	21	76	75
chr7D_part2:31725695-31725891	Cluster_17173	1439	0	0	0	1	1	225	295	11	104	174	85	26	311	25	73	108
chr7D_part2:35632988-35633096	Cluster_17181	325	0	0	0	0	0	32	16	47	70	46	12	6	21	23	24	28
chr7D_part2:47207597-47207828	Cluster_17194	587	0	0	0	1	0	50	106	20	34	54	114	56	55	39	30	28
chr7D_part2:62410966-62411369	Cluster_17207	3757	3	0	3	5	1	486	900	154	327	516	332	63	403	97	186	281
chr7D_part2:95733550-95733773	Cluster_17268	615	4	1	0	0	0	51	18	19	56	36	26	1	144	20	84	155
chr7D_part2:122279977-122281507	Cluster_17322	1116	0	0	0	0	0	121	199	19	58	88	150	88	170	60	81	82
chr7D_part2:125982352-125982373	Cluster_17331	616	151	236	165	54	0	0	0	0	0	0	0	0	0	1	5	4
chr7D_part2:141272205-141272789	Cluster_17366	331	0	0	0	0	0	54	67	2	13	29	38	5	77	11	19	16
chr7D_part2:141762989-141763025	Cluster_17367	1657	0	0	0	1	0	282	376	0	156	384	49	2	267	5	68	67
chr7D_part2:157931994-157932014	Cluster_17401	717	133	258	187	132	0	0	0	0	0	0	0	0	2	1	3	1
chr7D_part2:161034687-161034865	Cluster_17415	23673	3	1	4	7	1	3913	4027	120	1964	3661	452	15	5885	112	1451	2057
chrUn:15957156-15957206	Cluster_17461	705	0	0	0	0	3	23	29	55	111	61	48	33	43	101	129	69
chrUn:91214476-91215089	Cluster_17554	1326	0	0	0	1	0	102	173	8	131	118	191	58	212	112	100	120
