Locus	Name	main	G1_trimmed_unaligned_RFAM_RNACentral	G2_trimmed_unaligned_RFAM_RNACentral	G3_trimmed_unaligned_RFAM_RNACentral	U1_trimmed_unaligned_RFAM_RNACentral	W0U1_trimmed_unaligned_RFAM_RNACentral	W0U2_trimmed_unaligned_RFAM_RNACentral	W0U3_trimmed_unaligned_RFAM_RNACentral	W3I1_trimmed_unaligned_RFAM_RNACentral	W3I2_trimmed_unaligned_RFAM_RNACentral	W3I3_trimmed_unaligned_RFAM_RNACentral	W5I1_trimmed_unaligned_RFAM_RNACentral	W5I2_trimmed_unaligned_RFAM_RNACentral	W5I3_trimmed_unaligned_RFAM_RNACentral	W7I1_trimmed_unaligned_RFAM_RNACentral	W7I2_trimmed_unaligned_RFAM_RNACentral	W7I3_trimmed_unaligned_RFAM_RNACentral
chr3A:3888761-3895436	Cluster_5678	1647	312	387	320	277	0	0	2	1	0	5	0	6	14	57	128	138
chr3A:3934058-3935306	Cluster_5690	349	49	121	98	67	0	0	0	0	0	0	0	0	0	2	7	5
chr3A:3959672-3961718	Cluster_5698	261	38	83	60	69	0	0	1	1	0	0	0	2	1	1	1	4
chr3A:3965693-3967920	Cluster_5700	2133	1487	316	228	68	0	0	0	0	0	0	0	1	3	10	9	11
chr3A:3968081-3969878	Cluster_5701	843	428	196	147	60	0	0	0	0	0	0	0	0	2	1	7	2
chr3A:4066650-4066962	Cluster_5721	292	24	56	44	19	0	0	0	0	0	1	0	0	0	28	63	57
chr3A:4141672-4143481	Cluster_5743	325	223	49	33	18	0	1	0	0	0	0	0	0	1	0	0	0
chr3A:4177507-4179365	Cluster_5751	1063	110	264	194	110	0	1	0	3	0	0	0	0	1	59	150	171
chr3A:4179472-4182131	Cluster_5752	1238	158	300	261	133	0	0	0	0	0	0	0	0	0	70	162	154
chr3A:4209802-4210617	Cluster_5766	322	46	55	62	54	0	0	0	0	0	0	1	0	0	16	44	44
chr3A:4219955-4220217	Cluster_5768	491	41	99	62	56	0	0	0	0	0	2	1	0	1	47	98	84
chr3A:4233461-4234225	Cluster_5772	341	146	91	61	34	0	0	0	0	0	0	0	1	1	2	3	2
chr3A:4255004-4256895	Cluster_5788	597	303	135	100	51	0	0	0	0	0	0	0	1	1	2	3	1
chr3A:4314203-4315676	Cluster_5814	736	560	73	65	33	0	1	0	0	0	0	0	0	1	0	2	1
chr3A:4315786-4318176	Cluster_5815	611	433	92	57	23	0	0	0	1	0	0	0	0	0	2	1	2
chr3A:4433460-4436798	Cluster_5859	523	49	76	83	52	0	3	1	2	11	7	5	0	17	39	76	102
chr3A:4438929-4442536	Cluster_5860	485	48	100	83	64	0	1	2	0	1	1	0	3	0	33	67	82
chr3A:4456949-4462481	Cluster_5866	2145	452	679	539	440	0	0	1	1	0	0	0	3	2	5	12	11
chr3A:4475900-4476174	Cluster_5869	3779	730	1117	864	929	0	0	0	0	0	0	0	1	7	33	40	58
chr3A:4476252-4477519	Cluster_5870	263	39	63	38	30	0	0	0	0	0	0	0	0	0	22	28	43
chr3A:4504276-4508861	Cluster_5877	619	68	128	99	79	0	1	0	0	1	1	2	0	0	46	96	98
chr3A:4554899-4555893	Cluster_5886	263	166	42	40	13	0	0	0	0	0	0	0	0	0	0	0	2
chr3A:4555968-4556920	Cluster_5887	282	146	34	32	15	0	4	11	2	6	1	11	2	10	2	3	3
chr3A:4558970-4559957	Cluster_5889	363	181	63	50	28	0	0	0	0	0	0	0	1	2	6	20	12
chr3A:4584580-4585917	Cluster_5907	450	327	62	42	16	0	0	0	0	0	0	0	0	0	2	0	1
chr3A:4613001-4613322	Cluster_5923	1182	251	312	288	196	0	0	0	1	3	3	1	4	10	33	25	55
chr3A:4619779-4621168	Cluster_5926	343	35	81	53	45	0	0	0	0	0	0	1	0	2	22	44	60
chr3A:4625900-4626432	Cluster_5929	655	82	142	128	86	0	1	0	0	0	1	1	0	1	35	105	73
chr3A:4630303-4630820	Cluster_5935	312	31	81	51	42	1	0	0	0	0	0	0	0	0	16	45	45
chr3A:4632300-4632611	Cluster_5936	502	67	125	91	62	0	0	0	0	0	0	0	0	0	28	51	78
chr3A:4635553-4636020	Cluster_5940	477	39	124	79	46	0	0	0	0	0	0	1	2	0	45	44	97
chr3A:4636151-4636659	Cluster_5941	463	44	95	82	49	0	0	0	0	0	0	1	1	0	45	46	100
chr3A:4639606-4640503	Cluster_5942	337	30	73	54	51	0	0	0	0	0	0	0	0	0	20	49	60
chr3A:4641250-4641555	Cluster_5943	305	39	76	50	39	0	0	1	0	0	0	0	0	0	28	42	30
chr3A:4643109-4645103	Cluster_5944	440	49	85	72	56	0	0	0	0	0	0	0	0	0	37	72	69
chr3A:4651552-4652653	Cluster_5946	341	40	64	55	58	0	0	0	0	0	0	2	1	0	17	51	53
chr3A:4652800-4656229	Cluster_5947	469	47	109	88	47	0	0	0	0	1	0	0	0	0	31	71	75
chr3A:4669019-4671277	Cluster_5958	495	61	108	94	43	0	0	0	0	0	0	2	0	1	37	86	63
chr3A:4671365-4673171	Cluster_5959	252	45	60	40	28	0	0	0	0	0	0	0	0	1	15	31	32
chr3A:4684962-4686567	Cluster_5962	249	46	43	49	38	0	0	0	0	0	0	0	0	1	13	27	32
chr3A:4692013-4694151	Cluster_5963	426	92	120	103	98	0	0	1	0	0	0	2	2	0	0	5	3
chr3A:4704679-4704951	Cluster_5970	282	37	64	54	44	0	0	0	0	0	0	0	0	0	7	45	31
chr3A:4734704-4735867	Cluster_5987	353	42	94	67	52	0	1	0	0	1	0	0	0	0	24	37	35
chr3A:4765664-4770323	Cluster_5990	671	84	134	104	82	0	0	1	0	0	1	0	1	0	52	95	117
chr3A:4775719-4776451	Cluster_5996	391	224	83	59	18	0	0	0	0	0	0	0	0	0	0	1	6
chr3A:4815266-4817725	Cluster_6014	258	22	59	40	36	0	0	0	0	0	0	0	0	0	13	37	51
chr3A:4817935-4820555	Cluster_6015	289	52	69	50	35	0	0	0	0	0	0	0	0	0	17	28	38
chr3A:4832581-4833420	Cluster_6020	285	163	55	50	16	0	0	0	0	0	1	0	0	0	0	0	0
chr3A:4835458-4837517	Cluster_6021	763	203	224	186	147	0	1	0	0	0	0	0	0	0	0	1	1
chr3A:4915450-4915956	Cluster_6047	329	54	71	54	33	0	0	0	0	0	1	1	1	1	25	40	48
chr3A:4917671-4918612	Cluster_6048	366	43	79	51	67	0	0	0	0	0	0	1	0	0	30	39	56
chr3A:4939281-4939815	Cluster_6056	296	34	66	41	45	0	0	0	0	0	0	1	0	0	24	41	44
chr3A:4939916-4941321	Cluster_6057	1044	124	228	171	151	0	0	1	0	0	0	2	0	0	62	158	147
chr3A:5015056-5018266	Cluster_6081	1624	362	630	458	144	0	0	0	0	0	0	2	4	7	5	6	6
chr3A:5030086-5035353	Cluster_6085	4661	2733	999	684	223	0	0	0	0	0	0	1	1	3	1	7	9
chr3A:5048175-5052319	Cluster_6087	590	100	133	122	76	0	1	0	1	0	0	0	0	0	32	48	77
chr3A:5063709-5067658	Cluster_6091	930	192	353	249	121	0	0	0	0	0	1	1	2	1	1	3	6
chr3A:5071714-5072156	Cluster_6094	3093	904	1099	780	300	0	0	0	0	0	0	0	1	1	5	0	3
chr3A:5072269-5072554	Cluster_6095	5838	1530	2223	1626	447	1	1	1	0	0	0	0	5	0	1	2	1
chr3A:5077149-5078032	Cluster_6097	290	209	46	28	7	0	0	0	0	0	0	0	0	0	0	0	0
chr3A:5152639-5154688	Cluster_6128	472	61	97	88	83	0	0	0	0	0	0	0	0	2	23	58	60
chr3A:5167433-5169988	Cluster_6138	318	33	56	46	50	0	0	0	0	0	0	2	0	0	17	60	54
chr3A:5180760-5182753	Cluster_6142	264	35	58	38	40	0	0	0	1	0	0	0	0	1	17	32	42
chr3A:5198573-5201098	Cluster_6152	330	45	66	55	37	0	0	0	0	0	0	0	0	0	17	49	61
chr3A:5202711-5203633	Cluster_6154	256	36	53	38	46	0	0	0	0	0	0	0	1	0	12	40	30
chr3A:5207101-5208942	Cluster_6157	250	26	55	45	37	0	0	1	0	0	1	0	1	0	12	30	42
chr3A:5217055-5218619	Cluster_6163	566	322	109	97	30	0	0	0	0	0	0	0	0	1	1	4	2
chr3A:5218698-5223130	Cluster_6164	3980	2692	617	506	111	0	0	0	0	0	1	0	2	3	14	14	20
chr3A:5235784-5236918	Cluster_6175	280	38	72	56	54	0	0	0	0	0	0	0	0	0	8	26	26
chr3A:5237304-5237967	Cluster_6176	345	55	94	67	49	0	0	0	0	0	0	0	0	0	11	33	36
chr3A:5262682-5265476	Cluster_6186	252	30	54	47	39	0	0	0	0	1	0	0	0	0	16	30	35
chr3A:5273678-5277126	Cluster_6192	1326	218	388	314	210	0	20	5	26	26	13	4	19	28	9	20	26
chr3A:5299882-5303981	Cluster_6204	361	39	69	54	59	0	0	0	0	0	1	0	0	2	20	57	60
chr3A:5305610-5307981	Cluster_6206	389	49	71	67	61	0	0	0	0	0	2	1	1	1	24	67	45
chr3A:5308082-5315715	Cluster_6207	1265	142	246	215	159	0	1	0	1	1	1	2	1	0	94	166	236
chr3A:5332417-5336794	Cluster_6216	1232	541	200	169	101	0	0	0	0	0	1	1	2	1	41	87	88
chr3A:5345748-5347163	Cluster_6219	616	200	183	130	96	0	0	0	0	0	0	1	0	1	1	0	4
chr3A:5350451-5354427	Cluster_6223	1126	178	249	219	138	1	3	0	3	3	0	1	3	6	44	132	146
chr3A:5399161-5400646	Cluster_6249	249	41	36	42	29	0	0	0	0	0	0	2	0	1	13	40	45
chr3A:5471009-5474431	Cluster_6270	812	553	119	96	35	0	0	0	1	1	0	0	0	1	0	3	3
chr3A:5525410-5528450	Cluster_6287	326	38	60	48	39	0	0	1	0	0	0	0	0	0	26	47	67
chr3A:5582341-5583811	Cluster_6304	290	180	52	38	17	0	0	0	1	0	0	0	0	0	0	2	0
chr3A:5589065-5592052	Cluster_6308	3575	717	1209	994	649	0	0	0	0	0	0	0	0	1	0	2	3
chr3A:5595661-5597244	Cluster_6313	410	115	102	91	101	0	0	0	0	0	0	0	0	0	0	0	1
chr3A:5613255-5614858	Cluster_6319	293	35	88	50	40	0	0	1	0	0	1	0	0	0	6	38	34
chr3A:5615573-5616378	Cluster_6321	248	27	46	57	26	0	0	0	1	0	0	0	0	0	12	32	47
chr3A:5658146-5659034	Cluster_6345	494	386	58	38	11	0	1	0	0	0	0	0	0	0	0	0	0
chr3A:5679134-5680063	Cluster_6356	399	45	87	83	42	0	0	0	0	0	0	0	1	0	23	58	60
chr3A:5824855-5827296	Cluster_6393	334	139	83	64	40	0	0	0	0	0	0	0	1	0	1	5	1
chr3A:5849774-5851504	Cluster_6401	1732	1267	244	195	21	0	0	0	1	0	0	0	0	1	1	0	2
chr3A:5851612-5853167	Cluster_6402	734	502	121	90	18	0	0	0	0	0	0	0	0	0	0	2	1
chr3A:5920680-5922502	Cluster_6427	320	248	29	25	12	0	0	0	1	0	0	0	1	1	1	2	0
chr3A:5943933-5945531	Cluster_6436	272	64	89	71	38	0	0	0	1	0	1	0	1	1	2	2	2
chr3A:5953394-5957366	Cluster_6438	596	91	122	94	52	0	0	0	0	0	0	1	0	3	33	81	119
chr3A:5957551-5959358	Cluster_6439	1119	202	239	235	112	0	0	0	1	1	0	3	2	1	55	121	147
chr3A:5969904-5970218	Cluster_6446	270	38	78	44	35	0	0	0	0	0	0	0	0	0	16	17	42
chr4A:1315-1668	Cluster_6471	366	47	73	71	60	0	0	0	0	1	0	0	0	0	23	50	41
chr4A:11115-13415	Cluster_6474	566	68	122	87	69	0	0	0	0	0	0	3	0	0	35	88	94
chr4A:22090-25628	Cluster_6476	596	77	103	73	72	0	0	0	1	0	0	1	0	1	59	109	100
chr4A:25706-26876	Cluster_6477	272	18	58	51	40	0	0	0	0	0	0	1	0	0	23	41	40
chr4A:48922-51099	Cluster_6488	263	161	32	38	26	0	0	0	0	0	0	0	0	0	2	1	3
chr4A:88801-91872	Cluster_6500	3592	2049	621	489	429	0	0	1	0	0	0	1	1	0	0	1	0
chr4A:91953-92235	Cluster_6501	272	134	49	47	42	0	0	0	0	0	0	0	0	0	0	0	0
chr4A:137848-140769	Cluster_6521	477	79	107	73	67	0	0	0	1	0	0	1	0	3	28	66	52
chr4A:195904-198269	Cluster_6539	697	457	115	97	24	0	0	0	0	0	0	0	1	1	1	1	0
chr4A:292109-292878	Cluster_6563	459	80	124	90	53	0	0	0	0	0	1	0	0	0	20	41	50
chr4A:302826-306036	Cluster_6571	332	47	76	71	51	0	0	0	0	0	0	0	0	0	18	34	35
chr4A:310874-311662	Cluster_6573	312	173	72	44	16	0	0	0	0	0	0	0	0	1	3	2	1
chr4A:311813-313205	Cluster_6574	485	300	93	62	21	0	0	0	0	0	2	0	0	0	1	1	5
chr4A:313689-314637	Cluster_6576	317	202	63	41	9	0	0	0	0	0	0	0	1	0	0	1	0
chr4A:337213-339259	Cluster_6591	403	152	110	93	45	0	0	0	0	0	0	0	1	0	0	0	2
chr4A:371520-372622	Cluster_6599	313	67	116	79	39	0	0	0	1	0	0	0	0	0	2	3	6
chr4A:391295-395853	Cluster_6602	6840	3615	1498	1177	426	0	0	1	0	3	2	0	9	16	15	31	47
chr4A:428681-431229	Cluster_6622	545	94	148	124	96	0	0	0	0	0	0	0	0	0	13	27	43
chr4A:447296-450919	Cluster_6630	586	70	133	93	81	0	0	0	0	2	1	2	0	1	41	76	86
chr4A:514296-515330	Cluster_6651	19328	4413	6859	5107	2620	0	2	2	0	3	3	0	12	64	49	97	97
chr4A:542644-545272	Cluster_6660	884	151	288	222	213	0	0	0	0	0	1	0	0	1	0	5	3
chr4A:564251-566434	Cluster_6669	1783	364	635	449	326	0	0	0	0	0	0	0	2	2	1	2	2
chr4A:570404-572315	Cluster_6671	313	41	69	40	45	0	0	0	0	1	1	0	0	0	17	47	52
chr4A:575167-577219	Cluster_6674	278	32	66	57	39	0	0	0	0	0	0	0	1	0	13	27	43
chr4A:601675-603327	Cluster_6681	607	370	80	59	93	0	0	0	0	0	0	0	0	0	1	2	2
chr4A:633951-634866	Cluster_6688	423	271	71	55	24	0	0	0	0	0	0	0	1	0	0	1	0
chr4A:677335-682353	Cluster_6701	3160	780	931	665	500	0	1	0	0	2	3	0	17	34	36	96	95
chr4A:719440-720915	Cluster_6712	2495	446	770	591	619	0	0	2	0	0	4	2	6	11	9	20	15
chr4A:792954-794006	Cluster_6735	638	254	153	117	108	0	0	0	0	0	0	0	0	0	2	0	4
chr4A:802224-803357	Cluster_6741	249	24	65	48	23	0	0	0	0	0	0	0	0	0	15	33	41
chr4A:813263-814453	Cluster_6748	575	243	165	143	22	0	0	0	0	0	0	0	0	0	1	1	0
chr4A:846345-849121	Cluster_6760	865	549	125	122	64	0	0	1	0	0	0	0	0	0	1	1	2
chr4A:851024-852416	Cluster_6764	658	400	100	95	57	0	0	1	0	0	1	0	0	0	2	0	2
chr4A:852524-853369	Cluster_6765	284	162	58	41	18	0	0	0	0	0	0	0	0	0	0	3	2
chr4A:853569-856817	Cluster_6766	877	440	173	155	99	0	0	0	0	0	1	0	0	0	0	6	3
chr4A:864197-869274	Cluster_6769	5494	2692	1261	936	600	0	0	0	0	0	0	0	3	1	1	0	0
chr4A:916858-918708	Cluster_6791	894	589	120	106	73	0	0	0	0	0	1	1	1	0	2	1	0
chr4A:963151-964282	Cluster_6802	347	98	106	82	32	0	0	0	0	0	0	0	0	1	4	11	13
chr4A:991255-991813	Cluster_6813	490	397	47	38	3	0	0	0	0	0	0	0	0	0	1	2	2
chr4A:992150-992566	Cluster_6814	623	509	41	41	12	0	0	0	0	0	0	0	0	0	3	9	8
chr4A:993503-993969	Cluster_6816	356	299	27	21	5	0	0	0	0	0	0	0	0	0	2	1	1
chr4A:994100-994763	Cluster_6817	762	276	236	177	62	0	0	0	0	0	0	0	1	0	2	2	6
chr4A:998000-999836	Cluster_6821	342	37	66	47	54	0	0	0	0	1	0	0	1	1	26	58	51
chr4A:1042857-1045257	Cluster_6834	724	184	194	156	99	0	0	0	0	0	0	0	3	6	17	27	38
chr4A:1059601-1060567	Cluster_6839	1233	128	241	211	147	0	0	0	0	0	0	2	1	1	97	192	213
chr4A:1063550-1063819	Cluster_6842	785	87	177	149	69	0	0	0	0	0	0	0	0	0	50	92	161
chr4A:1085702-1087106	Cluster_6847	2446	498	777	649	441	0	0	0	0	0	0	0	2	0	17	33	29
chr4A:1087200-1089132	Cluster_6848	1445	263	410	319	287	0	0	0	0	0	0	1	0	0	41	60	64
chr4A:1089551-1089964	Cluster_6849	814	119	243	175	150	0	0	0	0	1	0	1	1	0	17	52	55
chr4A:1090101-1090764	Cluster_6850	550	110	140	132	100	0	0	0	0	0	0	0	0	0	16	31	21
chr4A:1201400-1201862	Cluster_6876	263	57	109	75	15	0	0	0	0	0	0	0	0	0	1	4	2
chr4A:1209143-1212746	Cluster_6877	307	64	70	70	39	0	0	0	0	0	0	0	7	17	7	16	17
chr4A:1215110-1218008	Cluster_6878	311	89	93	66	29	0	0	0	0	0	1	0	0	2	3	12	16
chr4A:1218348-1219711	Cluster_6880	888	175	259	180	254	0	0	0	0	0	0	0	0	2	6	4	8
chr4A:1224719-1226279	Cluster_6881	356	82	124	89	53	0	0	0	0	0	0	0	1	2	0	2	3
chr4A:1263256-1264114	Cluster_6896	443	54	115	81	50	0	0	0	0	0	0	0	0	1	36	42	64
chr4A:1269915-1271447	Cluster_6900	258	46	89	65	50	0	0	0	0	0	0	0	1	1	0	2	4
chr4A:1286625-1286773	Cluster_6905	1304	219	336	295	330	0	0	0	1	0	6	0	2	38	20	27	30
chr4A:1286875-1287009	Cluster_6906	382	61	102	71	77	0	0	0	1	1	1	1	2	13	7	17	28
chr4A:1306446-1308156	Cluster_6919	374	209	85	52	20	0	0	0	1	0	0	0	0	1	2	2	2
chr4A:1334295-1336498	Cluster_6929	1872	402	617	474	358	0	0	0	0	0	0	1	2	1	3	6	8
chr4A:1354516-1356904	Cluster_6947	1376	189	347	249	145	0	2	0	0	0	0	1	0	0	66	190	187
chr4A:1358301-1358565	Cluster_6949	1227	124	284	223	127	0	0	0	0	0	0	3	0	1	73	156	236
chr4A:1358950-1359218	Cluster_6950	256	46	39	56	24	0	0	0	0	0	0	0	0	0	17	39	35
chr4A:1359654-1359919	Cluster_6951	438	57	85	76	42	0	0	0	0	0	0	0	1	1	23	78	75
chr4A:1360300-1360670	Cluster_6952	464	58	98	102	53	0	0	0	0	0	0	0	0	0	26	68	59
chr4A:1362870-1363216	Cluster_6953	643	67	197	138	57	0	0	0	0	0	0	0	0	0	34	66	84
chr4A:1364904-1365214	Cluster_6954	292	36	61	54	34	0	0	0	0	0	0	0	0	0	18	35	54
chr4A:1365555-1365813	Cluster_6955	735	87	173	121	87	0	0	0	0	0	0	0	0	0	47	109	111
chr4A:1367808-1369649	Cluster_6956	434	66	96	78	45	0	0	0	0	0	0	0	1	0	20	61	67
chr4A:1369753-1371100	Cluster_6957	282	34	62	53	35	0	0	0	0	0	0	0	0	0	18	42	38
chr4A:1377152-1379068	Cluster_6959	324	38	65	60	37	0	0	0	0	0	0	0	0	0	23	54	47
chr4A:1379166-1380305	Cluster_6960	243	30	47	45	25	0	0	0	0	0	1	0	0	0	17	44	34
chr4A:1389420-1391853	Cluster_6964	494	268	97	64	48	0	1	0	0	0	0	0	0	1	5	5	5
chr4A:1401579-1403818	Cluster_6970	613	114	203	170	104	0	0	0	0	0	0	0	0	0	6	5	11
chr4A:1454123-1455658	Cluster_6982	343	93	93	58	37	0	0	0	0	1	1	1	1	2	11	24	21
chr4A:1470469-1475524	Cluster_6991	1369	233	441	340	321	0	1	0	0	0	0	0	1	7	6	10	9
chr4A:1495590-1496746	Cluster_7001	536	314	97	78	30	0	0	0	0	1	0	0	2	4	3	2	5
chr4A:1507734-1509154	Cluster_7008	1889	1430	269	170	17	0	0	0	0	0	0	0	0	0	0	1	2
chr4A:1509248-1511457	Cluster_7009	1672	1352	161	128	26	0	1	0	0	0	0	0	1	1	1	0	1
chr4A:1524802-1527415	Cluster_7017	376	43	86	55	47	0	1	0	0	0	0	0	0	0	25	62	57
chr4A:1529254-1532298	Cluster_7018	726	81	149	138	117	0	0	1	0	0	0	0	0	0	42	97	101
chr4A:1541651-1546387	Cluster_7022	1026	479	185	135	105	0	0	1	0	1	0	0	3	13	15	43	46
chr4A:1550654-1552273	Cluster_7024	315	35	83	52	38	0	0	0	0	0	0	0	0	0	18	44	45
chr4A:1594592-1595902	Cluster_7036	392	56	93	65	64	1	0	0	0	0	0	0	0	0	22	41	50
chr4A:1612088-1612922	Cluster_7040	258	35	84	52	61	0	0	0	0	0	0	0	0	2	4	7	13
chr4A:1613607-1614982	Cluster_7043	1328	253	386	304	307	0	0	0	0	0	0	0	3	6	16	28	25
chr4A:1615565-1616665	Cluster_7044	564	333	89	75	55	0	0	0	0	0	0	0	0	2	1	1	8
chr4A:1616778-1618659	Cluster_7045	1251	990	125	114	9	0	0	1	0	1	1	1	0	0	2	2	5
chr4A:1618852-1619782	Cluster_7046	577	485	42	45	4	0	0	0	0	0	0	0	0	0	1	0	0
chr4A:1619879-1620281	Cluster_7047	259	219	19	17	3	0	0	1	0	0	0	0	0	0	0	0	0
chr4A:1620784-1621420	Cluster_7049	484	407	34	37	5	0	1	0	0	0	0	0	0	0	0	0	0
chr4A:1621717-1622529	Cluster_7051	286	225	37	18	6	0	0	0	0	0	0	0	0	0	0	0	0
chr4A:1627408-1629167	Cluster_7055	1021	261	239	191	133	0	0	0	0	2	4	0	7	13	30	61	80
chr4A:1649937-1650660	Cluster_7061	34986	3115	17052	13458	1084	1	2	1	1	1	3	1	21	32	81	50	83
chr4A:1661837-1663166	Cluster_7070	417	63	90	102	56	0	0	0	0	0	0	0	0	0	14	32	60
chr4A:1663535-1667890	Cluster_7072	752	95	193	105	84	0	1	0	0	0	0	0	2	0	40	111	121
chr4A:1674886-1678369	Cluster_7080	456	265	98	61	31	0	0	0	0	0	0	0	0	1	0	0	0
chr4A:1697684-1697992	Cluster_7087	573	124	110	77	236	0	0	0	0	0	0	0	0	1	8	8	9
chr4A:1700775-1702665	Cluster_7088	576	404	86	51	19	0	1	1	1	0	1	0	0	1	2	5	4
chr4A:1814723-1816116	Cluster_7135	524	73	127	70	79	0	0	0	0	0	0	0	0	0	49	73	53
chr4A:1881068-1883806	Cluster_7154	865	170	255	224	197	0	0	0	0	0	0	0	4	5	0	3	7
chr4A:1915548-1920402	Cluster_7162	1040	597	179	129	124	0	0	0	0	0	0	0	1	1	1	5	3
chr4A:1922747-1923829	Cluster_7165	268	128	44	36	57	0	0	0	0	0	0	0	0	0	1	0	2
chr4A:1924085-1926313	Cluster_7166	546	231	111	79	116	0	0	0	0	0	0	0	2	1	2	1	3
chr4A:2047814-2050167	Cluster_7193	816	157	211	210	142	0	0	0	0	0	0	0	1	2	21	32	40
chr4A:2051190-2052597	Cluster_7195	349	164	69	55	20	0	0	1	0	0	0	0	0	1	10	13	16
chr4A:2117550-2119944	Cluster_7217	1596	363	496	409	306	0	0	0	0	0	0	0	5	1	1	6	9
chr4A:2128028-2130075	Cluster_7222	347	185	76	45	36	0	0	0	0	0	0	0	0	1	0	2	2
chr4A:2165779-2167284	Cluster_7233	275	28	60	62	22	0	0	0	0	0	0	0	0	0	28	38	37
chr4A:2194000-2195012	Cluster_7244	798	111	153	142	90	0	0	0	0	0	1	2	0	0	41	122	136
chr4A:2195508-2198720	Cluster_7245	2041	255	455	367	228	0	0	1	0	0	1	3	2	1	122	268	338
chr4A:2199364-2201049	Cluster_7246	679	81	159	128	91	0	0	0	0	0	0	0	2	0	38	89	91
chr4A:2201312-2202851	Cluster_7247	332	31	65	57	32	0	0	0	0	0	0	0	0	0	27	55	65
chr4A:2203751-2204122	Cluster_7249	310	37	67	56	35	0	0	0	0	0	0	0	0	0	23	47	45
chr4A:2205907-2206197	Cluster_7252	273	35	53	50	49	0	0	0	0	0	0	1	0	0	20	35	30
chr4A:2211684-2213360	Cluster_7257	421	58	95	69	42	0	0	0	0	0	0	0	0	0	31	69	57
chr4A:2214277-2214909	Cluster_7259	797	106	185	154	112	0	0	0	0	0	1	1	2	3	49	74	110
chr4A:2215066-2216577	Cluster_7260	339	44	88	73	40	0	0	0	1	0	0	0	0	0	21	37	35
chr4A:2239072-2240071	Cluster_7264	250	125	52	45	25	0	0	0	0	0	1	0	1	1	0	0	0
chr4A:2240147-2242956	Cluster_7265	740	439	151	95	47	0	0	0	0	0	0	0	0	0	1	2	5
chr4A:2255311-2260712	Cluster_7270	1127	148	255	170	180	0	0	1	1	0	0	0	2	1	64	139	166
chr4A:2296338-2297189	Cluster_7280	266	30	66	47	44	0	0	0	0	0	0	0	0	0	11	35	33
chr4A:2334792-2336484	Cluster_7292	292	43	67	59	33	0	0	0	0	0	0	0	1	1	12	37	39
chr4A:2374102-2375054	Cluster_7318	323	30	87	49	47	0	0	0	0	0	0	0	0	2	22	35	51
chr4A:2396300-2396550	Cluster_7332	243	27	51	52	13	0	0	0	0	0	0	0	0	0	17	43	40
chr4A:2398913-2400380	Cluster_7336	1357	1046	162	124	22	0	0	0	0	0	0	0	0	0	1	0	2
chr4A:2400486-2400687	Cluster_7337	256	194	32	22	8	0	0	0	0	0	0	0	0	0	0	0	0
chr4A:2457464-2460140	Cluster_7365	2541	1666	437	351	72	0	1	0	0	0	0	0	1	3	1	4	5
chr4A:2476480-2479507	Cluster_7372	431	51	84	59	74	0	0	0	0	0	0	0	0	0	29	74	60
chr4A:2481178-2482994	Cluster_7375	650	80	171	117	101	0	0	1	0	0	0	0	0	0	40	59	81
chr4A:2491380-2495617	Cluster_7380	1624	345	550	418	271	0	0	0	0	1	1	0	5	9	6	9	9
chr4A:2509984-2511373	Cluster_7385	364	125	107	81	48	0	0	0	0	0	0	0	0	0	1	0	2
chr4A:2514977-2519390	Cluster_7387	514	53	104	102	72	0	0	0	0	0	0	0	2	0	30	72	79
chr4A:2612914-2615818	Cluster_7415	379	46	83	74	48	0	0	3	0	0	0	1	0	0	26	44	54
chr4A:2637317-2644772	Cluster_7421	1601	200	332	295	234	0	1	0	1	1	1	0	0	1	85	220	230
chr4A:2644860-2647716	Cluster_7422	570	68	132	76	72	0	0	1	0	0	1	2	3	1	31	90	93
chr4A:2647804-2649888	Cluster_7423	492	77	97	85	73	0	0	0	0	0	0	0	0	0	31	63	66
chr4A:2653594-2653828	Cluster_7424	355	0	2	1	0	0	45	21	3	28	32	6	1	180	2	9	25
chr4A:2745093-2747705	Cluster_7445	1480	960	261	200	36	0	0	0	0	0	0	0	1	3	7	4	8
chr4A:2750929-2752061	Cluster_7452	273	66	79	56	54	0	0	1	0	0	0	0	1	2	1	5	8
chr4A:2760524-2762534	Cluster_7458	265	27	65	36	39	0	0	0	0	0	0	0	0	0	16	36	46
chr4A:2763872-2764459	Cluster_7460	290	27	45	44	57	0	0	0	0	0	0	1	0	0	26	39	51
chr4A:2770704-2771845	Cluster_7466	838	104	174	143	144	0	0	2	0	0	0	1	0	0	43	123	104
chr4A:2772152-2773327	Cluster_7467	775	92	131	135	106	0	0	2	0	0	0	1	0	0	60	132	116
chr4A:2774172-2775769	Cluster_7468	511	46	111	75	64	0	0	0	0	0	2	0	0	0	51	72	90
chr4A:2800750-2801020	Cluster_7475	459	62	99	82	79	0	0	0	0	0	0	0	0	0	25	64	48
chr4A:2814422-2815717	Cluster_7478	558	99	173	149	95	0	0	0	0	1	0	1	0	7	2	12	19
chr4A:2827405-2829878	Cluster_7481	779	73	169	109	85	0	0	0	0	0	0	3	1	0	81	114	144
chr4A:2849485-2850512	Cluster_7493	272	97	43	26	105	0	0	0	0	0	0	1	0	0	0	0	0
chr4A:2869470-2873033	Cluster_7499	2932	2140	401	298	61	0	0	2	0	1	0	1	2	3	5	8	10
